species	WGS_kraken2_kraken2_standard_ONT_ZMB1	WGS_kraken2_kraken2_standard_NovaSeq_ZMB1	WGS_kraken2_kraken2_standard_MySeq_ZHMW4	WGS_kraken2_kraken2_standard_MySeq_ZHMW3	WGS_kraken2_kraken2_standard_MySeq_ZHMW2	WGS_kraken2_kraken2_standard_MySeq_ZHMW1	WGS_kraken2_kraken2_standard_MySeq_Q4	WGS_kraken2_kraken2_standard_MySeq_Q3	WGS_kraken2_kraken2_standard_MySeq_Q2	WGS_kraken2_kraken2_standard_MySeq_Q1	WGS_kraken2_kraken2_standard_MySeq_MN4	WGS_kraken2_kraken2_standard_MySeq_MN3	WGS_kraken2_kraken2_standard_MySeq_MN2	WGS_kraken2_kraken2_standard_MySeq_MN1	WGS_kraken2_kraken2_standard_MySeq_I4	WGS_kraken2_kraken2_standard_MySeq_I3	WGS_kraken2_kraken2_standard_MySeq_I2	WGS_kraken2_kraken2_standard_MySeq_I1
Sphingobacterium_daejeonense	6	2	0	1	2	1	3	4	5	3	0	1	0	0	0	0	1	0
Sphingobacterium_faecium	20	5	0	1	0	0	0	1	1	0	2	0	1	3	2	2	2	1
Sphingobacterium_hotanense	28	7	1	3	1	0	0	1	0	0	0	0	2	4	0	1	0	2
Sphingobacterium_lactis	2	40	0	0	0	0	0	0	0	0	0	0	2	3	1	1	3	2
Sphingobacterium_multivorum	26	8	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0
Sphingobacterium_paramultivorum	9	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sphingobacterium_psychroaquaticum	10	12	1	3	1	2	1	1	0	0	1	1	2	2	3	2	5	5
Sphingobacterium_siyangense	4	4	0	2	0	0	0	0	1	0	2	0	1	5	4	2	8	3
Sphingobacterium_sp._B29	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium_sp._BN32	6	10	1	4	2	0	0	1	0	0	10	5	8	12	3	3	11	7
Sphingobacterium_sp._CZ-2	7	14	0	0	1	3	5	3	3	3	0	1	1	1	1	1	4	3
Sphingobacterium_sp._dk4302	7	2	1	0	2	0	0	0	0	0	0	2	2	2	3	2	2	0
Sphingobacterium_sp._DR205	38	15	2	0	0	3	0	2	0	2	2	3	2	8	1	1	7	0
Sphingobacterium_sp._E70	6	1	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	1
Sphingobacterium_sp._KACC_22765	18	13	0	2	0	1	0	0	0	0	1	2	4	5	0	0	3	1
Sphingobacterium_sp._LZ7M1	10	9	0	2	1	0	3	0	0	0	0	2	1	1	2	0	1	2
Sphingobacterium_sp._ML3W	34	123	18	20	19	27	2	9	4	9	27	14	40	55	26	32	88	40
Sphingobacterium_sp._SRCM116780	15	11	0	1	0	1	0	2	1	1	1	3	2	6	4	3	8	2
Sphingobacterium_sp._SYP-B4668	27	23	3	2	3	1	6	9	4	4	0	0	2	2	0	1	1	1
Sphingobacterium_sp._UDSM-2020	6	5	0	2	1	1	5	4	6	2	7	8	11	9	8	12	20	8
Sphingobacterium_sp._UGAL515B_05	4	16	0	2	3	3	1	5	5	6	0	3	7	10	2	1	4	2
Sphingobacterium_sp._WM	4	6	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0
Sphingobacterium_spiritivorum	66	98	7	9	10	8	10	9	17	19	9	12	14	16	4	8	20	12
Sphingobacterium_thalpophilum	3	4	2	3	0	6	5	7	6	10	4	4	5	3	11	11	12	4
Sphingobium_amiense	7	128	5	14	4	11	6	1	0	2	7	4	11	19	3	2	12	12
Sphingobium_chlorophenolicum	2	17	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
Sphingobium_sp._AntQ-1	4	24	1	0	1	0	0	1	0	0	1	1	0	0	0	0	3	0
Sphingobium_sp._Cam5-1	6	3	3	2	1	0	0	0	0	0	2	1	0	0	1	3	3	0
Sphingobium_sp._CAP-1	4	0	0	1	0	0	0	0	0	0	2	1	0	1	1	1	1	2
Sphingobium_sp._CFD-1	2	22	1	0	0	2	1	0	1	0	1	2	3	4	0	1	2	2
Sphingobium_sp._EP60837	8	18	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Sphingobium_sp._JS3065	30	29	2	2	2	2	1	0	3	2	5	5	5	10	4	0	10	3
Sphingobium_sp._MI1205	8	60	8	12	14	19	1	1	0	2	11	6	16	31	7	10	21	14
Sphingobium_sp._RAC03	1	1	0	0	0	1	1	2	0	0	0	1	0	1	0	1	1	0
Sphingobium_sp._SYK-6	0	0	1	0	0	1	1	3	1	1	1	1	4	2	0	0	3	3
Sphingobium_sp._TKS	2	23	0	1	0	1	2	0	3	0	5	0	1	7	5	0	7	1
Sphingobium_sp._YG1	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	1
Sphingobium_yanoikuyae	2	75	0	1	2	4	2	1	0	0	1	6	0	9	2	3	7	1
Sphingomicrobium_aestuariivivum	0	2	1	5	7	6	6	3	0	6	2	1	7	3	0	0	5	2
Sphingomonas_aliaeris	2	0	2	4	3	1	3	0	1	0	0	0	2	4	1	1	2	1
Sphingomonas_alpina	5	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sphingomonas_bisphenolicum	13	10	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sphingomonas_cannabina	9	4	4	2	1	1	0	0	0	0	2	0	1	2	0	1	4	2
Sphingomonas_daechungensis	0	0	6	0	0	1	0	0	1	2	0	0	0	0	0	0	2	0
Sphingomonas_donggukensis	8	6	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	1
Sphingomonas_ginsengisoli_An_et_al._2013	7	5	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Sphingomonas_glaciei	2	0	3	0	1	0	0	0	0	2	0	0	1	1	0	0	1	1
Sphingomonas_hankookensis	5	28	5	1	6	3	2	0	0	0	0	1	2	3	1	2	4	0
Sphingomonas_insulae	18	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_koreensis	6	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0
Sphingomonas_limnosediminicola	1	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_lutea	2	3	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Sphingomonas_melonis	3	3	2	2	1	0	0	0	0	0	3	2	4	6	0	3	4	1
Sphingomonas_naphthae	4	4	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0
Sphingomonas_nostoxanthinifaciens	1	0	3	2	2	2	0	0	0	0	1	1	0	3	1	0	2	1
Sphingomonas_paeninsulae	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_panacis	2	6	1	5	9	6	1	0	0	0	5	2	1	4	2	3	3	2
Sphingomonas_piscis	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Sphingomonas_psychrotolerans	3	0	1	6	5	4	3	2	1	0	1	2	4	3	2	1	4	0
Sphingomonas_sanxanigenens	3	36	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0
Sphingomonas_sediminicola	3	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sphingomonas_sp.	0	5	4	2	0	2	0	0	0	0	2	2	3	7	3	2	6	2
Sphingomonas_sp._AAP5	3	0	0	0	0	0	0	0	0	0	1	1	1	2	0	1	3	1
Sphingomonas_sp._C3-2	4	8	3	2	0	2	2	0	0	1	2	1	1	1	1	0	0	0
Sphingomonas_sp._CL5.1	0	17	0	0	0	1	0	1	2	0	0	0	0	2	0	1	0	0
Sphingomonas_sp._CV7422	5	33	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Sphingomonas_sp._HDW15A	6	13	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Sphingomonas_sp._HMP9	1	17	1	4	1	1	0	0	0	0	3	3	6	20	2	2	9	2
Sphingomonas_sp._J315	1	25	0	2	4	6	0	0	0	0	2	3	10	17	5	8	15	6
Sphingomonas_sp._KC8	11	71	2	4	9	3	1	0	0	0	8	5	8	10	4	4	17	8
Sphingomonas_sp._LHG3406-1	3	13	3	0	1	3	0	0	0	0	1	0	1	8	2	1	2	4
Sphingomonas_sp._LM7	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sp._MM-1	58	55	1	1	2	2	1	1	0	2	4	6	3	8	2	2	7	3
Sphingomonas_sp._NIBR02145	4	32	2	4	6	3	0	0	0	2	1	3	4	10	0	2	6	0
Sphingomonas_sp._PAMB00755	3	9	1	1	3	3	0	1	0	0	1	2	3	0	1	2	1	0
Sphingomonas_sp._R1	9	55	1	4	3	4	0	0	0	0	6	3	8	15	6	4	10	4
Sphingomonas_sp._S1-29	7	38	3	6	5	11	0	0	0	1	11	4	10	41	5	7	26	4
Sphingomonas_sp._So64.6b	10	1	0	0	0	0	0	0	0	0	1	1	0	2	0	3	4	1
Sphingomonas_sp._SUN019	24	43	1	0	1	0	1	0	0	0	0	3	0	1	0	1	0	0
Sphingomonas_sp._SUN039	1	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sp._Y38-1Y	4	13	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sphingomonas_sp._ZFBP2030	10	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Sphingomonas_suaedae	57	113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingopyxis_alaskensis	2	4	1	6	2	5	9	1	1	3	1	2	2	4	1	0	1	1
Sphingopyxis_granuli	3	0	1	4	7	4	0	0	1	0	0	0	1	2	0	0	5	1
Sphingopyxis_indica	2	19	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sphingopyxis_macrogoltabida	4	1	0	2	1	1	2	2	0	0	1	1	0	0	1	0	0	0
Sphingopyxis_sp._113P3	7	2	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Sphingopyxis_sp._BSN-002	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingopyxis_sp._OPL5	2	8	0	7	3	2	0	0	0	0	0	0	1	3	2	0	0	1
Sphingopyxis_sp._PAMC25046	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingopyxis_terrae	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingorhabdus_lacus	6	17	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Sphingorhabdus_sp._M41	0	9	0	2	0	1	0	0	0	0	0	0	2	3	1	0	3	0
Sphingosinicella_microcystinivorans	3	27	3	4	8	5	0	0	1	1	6	4	5	24	5	11	15	9
Sphingosinicella_sp._BN140058	9	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0
Sphingosinithalassobacter_sp._CS137	18	3	1	0	2	2	0	0	0	0	5	4	1	4	4	1	5	2
Sphingosinithalassobacter_tenebrarum	12	4	2	4	4	5	5	3	1	3	1	0	5	7	0	3	4	0
Spiractinospora_alimapuensis	10	41	6	7	8	8	5	0	1	4	7	8	9	19	3	5	16	9
Spiribacter_halobius	11	44	0	4	1	0	0	0	0	0	1	0	0	3	0	2	1	4
Spirochaeta_africana	3	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Spirochaeta_thermophila	8	12	3	5	7	9	1	0	0	0	0	4	2	8	1	2	8	3
Spiroplasma_alleghenense	7	14	1	2	0	3	6	4	14	9	2	2	4	6	8	5	13	2
Spiroplasma_apis	0	1	0	0	2	2	3	2	4	1	0	0	1	1	2	1	3	1
Spiroplasma_cantharicola	0	1	1	0	2	1	0	0	0	0	1	1	2	0	1	0	1	1
Spiroplasma_chinense	3	3	1	0	1	2	2	4	3	5	1	1	1	0	3	1	5	0
Spiroplasma_clarkii	4	39	6	3	6	14	2	2	0	2	11	6	15	14	13	6	23	12
Spiroplasma_corruscae	8	3	1	0	1	0	0	0	0	1	0	1	2	2	2	1	5	2
Spiroplasma_culicicola	1	0	0	0	0	0	0	0	0	1	0	5	1	0	1	0	1	1
Spiroplasma_diminutum	8	12	0	0	2	2	0	0	0	1	0	1	0	1	1	0	0	0
Spiroplasma_endosymbiont_of_'Nebria_riversi'	0	0	0	1	1	2	1	1	1	0	2	1	2	5	2	4	12	6
Spiroplasma_eriocheiris	2	6	0	1	1	0	1	1	0	1	0	1	1	1	0	1	2	0
Spiroplasma_floricola	1	1	0	0	1	0	2	0	0	0	0	0	0	4	1	0	1	2
Spiroplasma_gladiatoris	2	2	0	1	0	0	0	0	0	0	0	1	2	3	0	0	1	2
Spiroplasma_helicoides	35	22	0	1	0	1	2	3	1	1	3	5	1	11	6	3	8	7
Spiroplasma_ixodetis	4	2	1	0	1	1	0	0	0	0	4	4	5	5	4	5	9	6
Spiroplasma_litorale	2	10	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0
Spiroplasma_monobiae	1	13	0	0	0	1	2	4	2	4	2	1	2	1	1	0	2	2
Spiroplasma_phoeniceum	0	0	0	1	0	0	0	2	0	3	0	0	0	2	0	0	2	0
Spiroplasma_platyhelix	120	4	0	1	0	0	1	1	0	0	0	0	2	1	1	0	3	1
Spiroplasma_poulsonii	2	0	1	2	1	2	2	0	2	3	2	3	2	2	2	2	7	6
Spiroplasma_sabaudiense	3	3	0	1	0	0	0	0	0	0	4	6	7	9	5	1	11	6
Spiroplasma_sp._BIUS-1	4	23	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
Spiroplasma_sp._SV19	2	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	2	0
Spiroplasma_sp._TIUS-1	2	15	0	0	0	1	0	0	0	0	0	0	4	2	2	2	3	2
Spiroplasma_syrphidicola	2	0	0	0	0	0	0	2	0	0	3	2	4	5	1	5	8	5
Spiroplasma_tabanidicola	3	9	0	0	0	2	2	2	6	3	3	3	6	2	6	2	5	3
Spiroplasma_taiwanense	0	5	1	0	1	0	0	0	1	1	3	0	0	2	0	0	1	2
Spiroplasma_turonicum	1	5	0	0	0	0	0	0	0	2	3	0	1	2	2	0	2	0
Spirosoma_aerolatum	6	11	0	0	0	1	4	4	2	7	0	0	1	0	0	0	0	1
Spirosoma_aureum	12	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1	3	1
Spirosoma_foliorum	0	2	3	0	1	0	0	0	0	0	2	2	4	8	4	1	7	4
Spirosoma_montaniterrae	7	7	1	2	2	2	0	1	0	2	5	0	2	7	1	3	8	1
Spirosoma_oryzicola	9	34	0	0	0	1	1	0	2	0	1	2	0	4	2	1	3	5
Spirosoma_pollinicola	4	4	0	1	1	1	0	3	2	2	1	2	1	0	2	0	4	0
Spirosoma_radiotolerans	7	3	1	0	1	0	0	0	0	0	0	0	0	1	0	2	3	1
Spirosoma_rhododendri	1	5	1	2	0	0	4	0	4	7	0	0	3	0	0	2	0	2
Spirosoma_rigui	4	0	2	2	0	0	2	1	0	0	0	0	0	0	0	0	1	0
Spirosoma_sp._KCTC_42546	5	4	0	0	0	1	0	0	0	0	1	0	0	3	2	0	0	4
Spirosoma_sp._KUDC1026	6	1	0	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0
Spirosoma_taeanense	2	2	1	0	0	1	0	0	0	1	2	1	0	4	1	0	2	0
Spongiibacter_nanhainus	3	11	1	0	1	0	1	6	1	4	1	1	0	3	1	0	2	0
Spongiibacter_taiwanensis	2	2	1	0	1	6	0	2	0	2	0	0	0	1	0	0	0	1
Sporofaciens_musculi	36	64	2	5	4	3	0	0	0	0	2	5	2	10	10	3	16	8
Sporolactobacillus_terrae	57	50	5	10	10	14	0	5	2	4	11	6	14	15	9	9	23	3
Sporomusa_termitida	26	43	2	9	3	6	1	1	0	0	9	5	9	19	6	6	16	11
Sporosarcina_pasteurii	5	15	2	9	10	9	0	0	0	1	5	0	6	12	5	3	15	3
Sporosarcina_psychrophila	4	0	0	0	1	0	3	3	1	2	0	1	0	0	0	0	2	0
Sporosarcina_sp._0.2-SM1T-5	18	59	2	1	2	1	0	0	0	1	0	2	2	6	1	5	8	3
Sporosarcina_sp._Marseille-Q4063	15	20	2	1	4	1	0	5	2	3	4	2	10	15	9	3	11	3
Sporosarcina_sp._Marseille-Q4943	16	23	8	10	11	6	1	0	0	0	2	8	6	11	1	3	6	6
Sporosarcina_sp._PTS2304	21	30	3	4	3	2	3	4	1	4	5	2	8	11	1	3	5	5
Sporosarcina_sp._resist	37	18	3	0	3	1	0	0	0	0	4	3	2	8	1	1	4	4
Sporosarcina_sp._T2O-4	18	47	0	0	2	0	0	0	1	0	4	1	4	11	3	4	9	12
Sporosarcina_sp._Te-1	7	38	8	3	10	10	0	2	2	2	2	3	7	19	3	7	19	10
Sporosarcina_thermotolerans	66	37	0	4	6	5	0	2	2	1	6	5	11	10	1	4	9	7
Sporosarcina_ureae	180	137	10	9	7	15	5	14	7	12	17	19	20	47	14	28	60	18
Sporosarcina_ureilytica	28	23	2	1	1	2	1	7	0	3	2	0	2	6	2	2	11	4
Squirrelpox_virus	0	0	1	0	5	0	1	0	1	1	0	1	0	1	0	1	2	1
Stackebrandtia_nassauensis	7	34	4	9	5	6	1	2	2	0	3	5	5	6	1	0	6	2
Stanieria_cyanosphaera	9	13	1	1	1	0	2	3	2	2	1	0	2	0	0	1	2	1
Staphylococcus_agnetis	25	26	1	0	1	5	7	4	4	4	2	0	4	2	1	0	4	4
Staphylococcus_argenteus	41	7	0	1	5	1	0	0	2	0	4	1	2	2	1	3	6	0
Staphylococcus_arlettae	13	35	1	3	1	4	2	1	0	4	6	3	11	12	4	7	24	9
Staphylococcus_aureus	31	32	6	12	8	7	7	6	2	11	9	7	13	22	15	8	30	11
Staphylococcus_auricularis	2	3	2	4	5	7	0	1	1	0	1	2	0	5	1	3	4	5
Staphylococcus_capitis	11	14	0	0	4	1	2	1	1	0	1	0	6	5	3	2	9	7
Staphylococcus_caprae	16	25	0	0	0	1	0	0	0	0	3	2	5	7	3	1	8	2
Staphylococcus_carnosus	6	18	1	2	1	1	0	0	0	2	3	1	4	10	8	1	6	3
Staphylococcus_casei	18	36	0	1	1	1	1	1	0	0	2	1	0	5	2	1	4	2
Staphylococcus_chromogenes	46	9	1	3	3	1	0	2	0	1	4	7	4	6	1	6	5	2
Staphylococcus_coagulans	5	11	2	1	2	5	0	0	0	2	4	3	8	13	2	2	8	9
Staphylococcus_cohnii	32	31	3	1	2	3	0	2	1	2	4	1	4	5	3	4	10	2
Staphylococcus_condimenti	2	7	0	0	0	1	0	0	0	0	0	4	3	3	2	2	6	1
Staphylococcus_debuckii	2	8	4	2	8	7	0	0	0	0	7	3	3	10	3	2	10	5
Staphylococcus_delphini	25	13	2	0	2	1	0	0	0	0	4	3	3	12	5	3	13	4
Staphylococcus_devriesei	5	17	1	2	2	3	0	9	3	6	1	2	3	5	4	1	3	5
Staphylococcus_edaphicus	6	3	5	1	1	1	0	2	1	2	1	3	2	3	2	3	7	5
Staphylococcus_epidermidis	71	278	2	2	8	6	1	8	6	7	5	4	7	14	11	8	21	12
Staphylococcus_equorum	3	2	0	0	0	2	0	0	0	0	1	1	0	6	1	4	4	2
Staphylococcus_felis	45	40	7	7	5	0	1	0	1	0	6	5	10	22	8	18	18	6
Staphylococcus_gallinarum	31	27	5	0	1	0	6	3	5	5	2	3	4	9	3	3	10	7
Staphylococcus_haemolyticus	45	62	10	3	10	10	2	1	4	3	5	5	8	17	9	9	24	13
Staphylococcus_hominis	50	155	6	6	4	7	4	0	2	2	12	14	11	28	10	8	20	15
Staphylococcus_hyicus	19	1	0	1	2	0	2	0	3	1	0	2	6	4	3	1	2	0
Staphylococcus_kloosii	7	6	0	1	1	0	0	0	0	0	1	2	4	1	0	1	1	1
Staphylococcus_lloydii	8	22	2	0	0	2	0	0	0	0	1	6	1	4	2	1	5	4
Staphylococcus_lugdunensis	21	33	4	1	4	1	2	4	0	4	9	2	7	4	4	3	9	8
Staphylococcus_lutrae	8	6	0	1	3	1	1	0	0	1	6	4	1	6	7	3	8	6
Staphylococcus_muscae	14	13	0	1	1	0	0	0	0	0	2	0	0	0	2	1	3	1
Staphylococcus_nepalensis	2	13	2	1	1	5	1	1	0	0	3	1	6	4	2	2	7	7
Staphylococcus_pasteuri	12	22	0	3	3	0	1	1	1	1	1	2	4	12	3	5	7	10
Staphylococcus_pettenkoferi	3	21	0	5	4	0	1	5	6	6	1	3	1	6	1	0	6	6
Staphylococcus_piscifermentans	3	9	0	0	0	0	0	3	0	2	0	0	0	2	2	2	4	1
Staphylococcus_pseudintermedius	292	337	13	6	9	28	2	11	2	2	137	53	215	217	40	76	68	71
Staphylococcus_pseudoxylosus	34	5	3	0	0	2	0	0	2	0	2	0	2	3	2	0	4	3
Staphylococcus_ratti	9	14	1	1	4	1	3	0	0	1	6	0	2	8	5	1	9	2
Staphylococcus_rostri	4	18	0	0	0	0	0	1	0	0	3	0	4	4	1	2	1	3
Staphylococcus_saccharolyticus	8	16	2	5	5	4	4	6	6	7	4	10	8	18	9	13	21	9
Staphylococcus_saprophyticus	33	35	0	1	2	0	0	1	2	1	4	8	2	9	5	2	6	1
Staphylococcus_schleiferi	1	20	0	0	1	0	0	0	0	1	1	1	3	1	1	0	1	1
Staphylococcus_schweitzeri	24	18	0	1	1	0	1	0	0	0	1	2	1	1	2	0	2	0
Staphylococcus_shinii	6	18	1	1	0	1	0	0	0	0	1	5	2	8	2	2	8	3
Staphylococcus_simiae	19	61	18	16	15	14	1	1	2	5	12	20	27	54	25	19	71	30
Staphylococcus_simulans	49	24	6	13	8	7	7	10	7	6	3	2	8	8	4	8	19	3
Staphylococcus_sp._11-B-312	8	2	1	0	0	1	0	0	0	1	0	0	1	1	0	0	2	1
Staphylococcus_sp._17KM0847	8	4	0	0	1	1	0	0	0	0	2	0	3	5	1	4	7	4
Staphylococcus_sp._IVB6181	11	46	6	2	2	0	1	2	1	3	5	8	12	17	6	7	28	10
Staphylococcus_sp._M0911	0	5	2	1	0	2	0	0	0	0	2	2	3	2	1	1	0	0
Staphylococcus_sp._MI_10-1553	43	16	0	2	1	0	0	1	0	0	5	3	3	5	3	3	3	1
Staphylococcus_succinus	46	38	2	1	7	1	5	3	3	4	6	3	7	7	5	12	13	5
Staphylococcus_warneri	21	23	5	0	4	2	1	5	6	3	7	3	5	7	3	10	7	7
Staphylococcus_xylosus	35	20	6	2	9	5	1	3	1	2	6	3	4	8	1	8	11	6
Staphylospora_marina	30	44	4	7	8	14	0	0	0	0	8	14	12	16	10	10	33	9
Stappia_indica	13	3	4	8	5	9	4	4	2	1	1	5	10	5	3	1	7	2
Stappia_sp._ES.058	2	5	0	1	0	1	1	0	0	0	1	0	3	5	1	1	2	3
Starkeya_sp._ORNL1	4	9	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0
Stella_humosa	5	3	3	1	1	1	4	3	0	1	1	1	0	2	4	0	2	2
Stenotrophomonas_acidaminiphila	3	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
Stenotrophomonas_maltophilia	29	121	7	9	12	16	7	3	3	2	8	11	19	38	12	11	23	18
Stenotrophomonas_rhizophila	3	104	2	3	3	3	2	3	3	3	6	7	5	22	3	5	13	3
Stenotrophomonas_sp._169	5	1	3	1	2	1	1	0	0	0	0	0	7	3	2	0	2	0
Stenotrophomonas_sp._364	6	2	0	2	1	1	3	0	0	0	0	0	3	0	1	1	2	0
Stenotrophomonas_sp._57	1	32	1	7	9	8	0	0	0	0	9	3	10	23	0	7	11	4
Stenotrophomonas_sp._610A2	7	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0
Stenotrophomonas_sp._A5586	0	26	0	0	1	0	0	0	0	0	0	0	2	1	0	1	1	0
Stenotrophomonas_sp._A5588	9	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Stenotrophomonas_sp._CW117	1	25	1	1	1	0	0	0	0	0	1	1	0	1	1	0	2	1
Stenotrophomonas_sp._ESTM1D_MKCIP4_1	2	1	2	8	2	1	2	1	0	0	0	1	3	2	0	0	0	0
Stenotrophomonas_sp._ZAC14A_NAIMI4_1	0	0	3	10	3	3	11	2	0	3	0	2	3	6	0	0	4	1
Stieleria_maiorica	10	19	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0
Stieleria_neptunia	7	22	0	1	0	0	0	0	0	0	2	1	1	3	0	0	0	0
Stigmatella_aurantiaca	2	4	0	1	0	0	1	0	0	0	1	0	2	1	1	0	1	0
Stomatobaculum_sp._F0698	259	325	27	53	58	56	7	1	1	3	45	26	68	105	27	29	86	45
Stratiformator_vulcanicus	3	4	1	0	1	1	0	0	0	0	0	0	1	0	2	0	3	0
Streptacidiphilus_sp._P02-A3a	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptacidiphilus_sp._PB12-B1b	11	21	3	7	4	3	8	0	3	4	3	2	8	5	1	3	6	1
Streptantibioticus_cattleyicolor	2	1	4	6	1	3	3	3	2	2	5	0	7	9	0	2	5	2
Streptobacillus_moniliformis	28	64	3	8	10	8	16	26	19	17	7	2	9	11	11	8	29	13
Streptococcus_acidominimus	116	71	14	15	30	23	1	3	1	0	13	9	18	30	16	17	39	18
Streptococcus_agalactiae	331	504	6	7	13	7	1	4	1	0	24	28	36	53	26	37	68	43
Streptococcus_alactolyticus	49	51	3	7	4	3	0	1	2	4	6	6	10	10	4	4	13	1
Streptococcus_anginosus	235	188	6	7	9	6	0	2	2	2	8	6	6	22	6	7	16	7
Streptococcus_australis	2	6	0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	0
Streptococcus_canis	34	131	21	22	19	49	6	3	3	4	47	32	60	111	54	55	127	70
Streptococcus_chenjunshii	14	45	2	7	5	1	3	1	0	2	4	1	4	15	8	6	8	8
Streptococcus_constellatus	3	11	0	1	0	0	0	0	0	0	5	3	6	7	3	8	10	2
Streptococcus_cristatus	20	25	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	2
Streptococcus_didelphis	13	15	3	3	0	0	3	1	2	4	2	0	4	3	5	1	11	2
Streptococcus_dysgalactiae	82	120	3	5	6	9	6	12	3	4	10	17	25	23	20	13	33	19
Streptococcus_equi	397	289	8	7	10	8	1	5	1	2	16	14	29	52	17	21	34	12
Streptococcus_equinus	31	42	10	8	10	5	0	1	0	1	16	17	22	34	20	20	44	19
Streptococcus_ferus	12	12	2	5	12	5	2	2	3	2	6	6	13	26	7	7	21	7
Streptococcus_gallolyticus	16	16	0	1	2	2	0	1	0	0	2	2	1	8	2	2	2	2
Streptococcus_gordonii	74	38	3	8	6	6	1	3	2	3	10	8	16	18	22	12	28	13
Streptococcus_gwangjuense	2	3	0	0	0	1	0	2	2	1	1	0	0	0	0	0	0	0
Streptococcus_halichoeri	41	97	2	0	3	1	0	0	0	0	2	1	4	4	1	0	2	3
Streptococcus_halotolerans	16	17	4	2	4	4	11	11	5	11	2	4	11	5	2	7	23	7
Streptococcus_himalayensis	80	52	13	11	10	18	2	5	3	3	12	11	30	33	17	21	41	21
Streptococcus_ilei	10	7	1	8	6	5	0	0	1	0	6	5	8	10	4	1	7	3
Streptococcus_infantarius	3	9	1	0	0	1	0	1	1	0	2	1	3	7	2	1	5	3
Streptococcus_infantis	3	7	4	7	2	8	2	1	0	0	4	4	9	11	6	9	21	3
Streptococcus_iniae	93	225	0	1	4	1	1	0	1	2	1	3	2	3	2	3	9	2
Streptococcus_intermedius	11	30	2	1	1	4	1	0	0	0	1	0	3	9	3	3	10	4
Streptococcus_lactarius	4	6	1	0	0	0	0	0	0	1	2	2	1	6	2	2	1	0
Streptococcus_lutetiensis	100	216	8	18	13	18	5	3	1	2	60	45	96	151	20	39	94	42
